ASAP_A	ASAP_B	ASAP_C
1.5950489	1.644775154	1.495006618
1.464853301	1.56389518	1.531464324
1.513753056	1.543836946	1.430754422
1.554095355	1.56357166	1.501744676
1.587102689	1.578777095	1.554566238
1.596577017	1.634746037	1.467934063
1.479523227	1.53251375	1.515942727
1.539119804	1.600129408	1.503308868
1.6549511	1.702361695	1.46143665
1.514364303	1.554189583	1.565034292
1.586797066	1.654480751	1.457466009
1.599633252	1.675509544	1.511129828
1.531173594	1.547072145	1.518589821
1.679095355	1.765448075	1.462760197
1.520171149	1.56292462	1.529900132
1.548288509	1.596894209	1.480688244
1.646393643	1.613393724	1.535073998
1.560207824	1.581688774	1.502346288
1.600855746	1.683274021	1.530020455
1.547982885	1.542866386	1.576344604
1.66198044	1.644775154	1.514378534
1.621638142	1.661598188	1.549392372
1.603606357	1.666127467	1.504993382
1.738997555	1.736978324	1.525568524
1.624388753	1.628275639	1.52147756
1.655256724	1.702685215	1.498856937
1.593215159	1.638628276	1.557333654
1.564792176	1.660304109	1.544098183
1.633557457	1.671303785	1.504512092
1.604828851	1.589129731	1.58982072
1.657090465	1.709479133	1.499819516
1.652811736	1.703979295	1.584045241
1.591687042	1.627952119	1.592227169
1.64608802	1.724684568	1.555288172
1.561735941	1.62568748	1.532306582
1.697127139	1.699126496	1.603296836
1.738997555	1.757360078	1.532426904
1.598105134	1.681979942	1.635302611
1.602689487	1.645422193	1.616893274
1.717909535	1.777094791	1.585248466
1.570599022	1.626011	1.58982072
1.764669927	1.755095438	1.644808086
1.684596577	1.771918473	1.589700397
1.636613692	1.713037852	1.554927205
1.709657702	1.713037852	1.554806882
1.732273839	1.799741184	1.594633618
1.701405868	1.735684245	1.597040067
1.643031785	1.691685539	1.564071712
1.641198044	1.680362342	1.545662375
1.680012225	1.742801682	1.649741307
1.693459658	1.767065675	1.643725183
1.650672372	1.68650922	1.615088437
1.614608802	1.704949854	1.573095897
1.757334963	1.772565513	1.615930694
1.721271394	1.818828858	1.597040067
1.726466993	1.74862504	1.592106846
1.642420538	1.715626011	1.621465528
1.712713936	1.763183436	1.644086151
1.680929095	1.730184406	1.633979064
1.648838631	1.684568101	1.694019974
1.730134474	1.747978001	1.735410901
1.717298289	1.788094468	1.591023944
1.775672372	1.759948237	1.633016484
1.792481663	1.871562601	1.644928408
1.796149144	1.879650599	1.64793647
1.730134474	1.797153025	1.750330887
1.740220049	1.795858945	1.554084948
1.739608802	1.753801359	1.601852966
1.757640587	1.821093497	1.659006136
1.869804401	1.948236817	1.661412586
1.604523227	1.630540278	1.701840934
1.63202934	1.731478486	1.606064252
1.747860636	1.788741508	1.686800626
1.761613692	1.819799418	1.690049332
1.820293399	1.896473633	1.641559379
1.665953545	1.737948884	1.665984839
1.808679707	1.822387577	1.682829984
1.797066015	1.853121967	1.695463843
1.770782396	1.773859592	1.650102274
1.778728606	1.825622776	1.601131031
1.729523227	1.785829829	1.649500662
1.74297066	1.785506309	1.68944772
1.745110024	1.796182465	1.697870292
1.660757946	1.770624393	1.691854169
1.762530562	1.822387577	1.616772952
1.808374083	1.846004529	1.690530622
1.768337408	1.842122291	1.744194441
1.776894866	1.852798447	1.708699314
1.739914425	1.759948237	1.710143184
1.81601467	1.804593983	1.709902539
1.834352078	1.884179877	1.650222597
1.831601467	1.900679392	1.762964746
1.861552567	1.915561307	1.685838046
1.77108802	1.867033323	1.800024064
1.725244499	1.777418311	1.735771869
1.936735941	2.006470398	1.764769582
1.819987775	1.823034617	1.768138611
1.893643032	1.97023617	1.712669955
1.838630807	1.945648657	1.692576104
1.896393643	1.914914267	1.70460835
1.870721271	1.910708509	1.707857057
1.867359413	1.885150437	1.771387318
1.760696822	1.796182465	1.689207075
1.797677262	1.845681009	1.751052822
1.78698044	1.850533808	1.720370593
1.900977995	2.001941119	1.85741788
1.790036675	1.789712067	1.726507039
1.893031785	1.944031058	1.813259536
1.878361858	1.855710126	1.729154133
1.950183374	1.996441281	1.7129106
1.838325183	1.902944031	1.719287691
1.948349633	1.978324167	1.747924437
1.857579462	1.87512132	1.759716039
1.827322738	1.858621805	1.836000481
1.807457213	1.876738919	1.738178318
1.818154034	1.839857651	1.802430514
1.860330073	1.970559689	1.81542534
1.998471883	2.037528308	1.83251113
1.836797066	1.888385636	1.768379256
1.951405868	1.958589453	1.767777644
1.913202934	2.018764154	1.759234749
1.987163814	2.009058557	1.80760438
1.915342298	1.951795535	1.704247383
1.94804401	1.965059851	1.809649862
1.860330073	1.911355548	1.801588257
1.959963325	2.016499515	1.759114427
1.794621027	1.841475251	1.970400674
1.942848411	2.014558395	1.779328601
1.959963325	1.997088321	1.804355673
1.850855746	1.871886121	1.742269282
2.128667482	2.203817535	1.750691854
1.861858191	1.900679392	1.837925641
1.893337408	1.950501456	1.808927927
1.788202934	1.927208023	1.838045963
1.77200489	1.84309285	1.84815305
1.934290954	2.016823035	1.857056913
1.918398533	1.976383048	1.902057514
2.008251834	2.021352313	1.839610155
1.909229829	1.982529926	1.922271688
1.956295844	2.045616305	1.810612441
2.049511002	2.064380459	1.955360366
1.934290954	1.966677451	1.880640116
2.099022005	2.180847622	1.960534232
1.995721271	2.083468133	1.816147275
2.088630807	2.145907473	1.882444952
2.044315403	2.037204788	1.875706894
2.135696822	2.170171466	1.912645891
1.902811736	1.994823682	1.834315967
2.060207824	2.066321579	1.860907231
1.979828851	2.112908444	1.824329202
1.966992665	2.009705597	1.906990735
1.924511002	2.012617276	1.913728793
1.988080685	2.03138143	1.864998195
1.927261614	2.00064704	1.963903261
2.092909535	2.113555484	1.912405246
2.010085575	2.09252669	1.863915293
1.966687042	2.057910061	1.910239442
2.109107579	2.211582012	1.931536518
2.055317848	2.112584924	1.978943569
1.990525672	2.058233581	1.867284322
1.980134474	2.110320285	1.880279148
2.098410758	2.179230023	1.871736253
2.084963325	2.192817858	1.957766815
1.952628362	2.018440634	1.913849116
1.947738386	2	1.913849116
1.959352078	2.005176318	1.930092648
2.109718826	2.149466192	1.921309108
2.070599022	2.131672598	1.944050054
1.995415648	2.074733096	1.893995909
2.016503667	2.122290521	1.910359764
2.0299511	2.120025882	1.893033329
2.092603912	2.146230993	1.988208399
1.99908313	2.0634099	2.010708699
2.034841076	2.06276286	1.913127181
2.005501222	2.090909091	1.902298159
2.109718826	2.197023617	1.939718445
2.172371638	2.260757037	1.970280351
2.032090465	2.126819799	2.008663217
2.062041565	2.113879004	1.943929732
2.077017115	2.097379489	1.990855493
2.13905868	2.152701391	1.91601492
2.179400978	2.225816888	2.063409939
2.125	2.128113879	1.895921068
2.139364303	2.133937237	1.989170978
2.024144254	2.119055322	1.946095536
2.260085575	2.379165319	1.932980387
1.976772616	2.087350372	2.05173866
2.090770171	2.18764154	2.075923475
2.077017115	2.080556454	2.004812899
2.075488998	2.120025882	2.0937312
2.226772616	2.260757037	1.980387438
2.16900978	2.302167583	2.150282758
2.18398533	2.245551601	2.035735772
2.246943765	2.330960854	2.051377692
2.121026895	2.153995471	1.994826134
2.343520782	2.400841152	1.961617134
2.177261614	2.212876092	2.145951149
2.240831296	2.323196377	2.06834316
2.089547677	2.147525073	2.129466971
2.120415648	2.170171466	1.944531344
2.290647922	2.361695244	2.049211888
2.253667482	2.323519896	2.122247624
2.297982885	2.403752831	2.086030562
2.051650367	2.205111614	2.11081699
2.192542787	2.245228082	2.054145109
2.255806846	2.340989971	2.148838888
2.220354523	2.285991588	2.090001203
2.276589242	2.316078939	2.02683191
2.217909535	2.298932384	2.005775478
2.313875306	2.422840505	2.0937312
2.256723716	2.322225817	2.233425581
2.160452323	2.176318344	2.054265431
2.186735941	2.220640569	2.160991457
2.240831296	2.316402459	2.087835399
2.419621027	2.483015205	2.138250511
2.180929095	2.1869945	2.179882084
2.349022005	2.434487221	2.115750211
2.205684597	2.274021352	2.132354711
2.280562347	2.410546749	2.183491758
2.36002445	2.393076674	2.178558537
2.233190709	2.295373665	2.13524245
2.265586797	2.37495956	1.904223318
2.307457213	2.34260757	2.181927566
2.362163814	2.472339049	2.16700758
2.329156479	2.322225817	2.197328841
2.035452323	2.078615335	2.241487186
2.339242054	2.414428987	2.046324149
2.329462103	2.403105791	2.163758874
2.356051345	2.465221611	2.239802671
2.504889976	2.535425429	2.233545903
2.204767726	2.274021352	2.182769823
2.312958435	2.423811064	2.119359884
2.369804401	2.474280168	2.265190711
2.429095355	2.492720802	2.174106606
2.319987775	2.397605953	2.290578751
2.278422983	2.318343578	2.15280953
2.415953545	2.442898738	2.157261461
2.400672372	2.43836946	2.184334015
2.438569682	2.546748625	2.26073878
2.335880196	2.409899709	2.310191313
2.33190709	2.434487221	2.131151486
2.364914425	2.466839211	2.140536638
2.371332518	2.461015852	2.182529178
2.49205379	2.56227758	2.329202262
2.216381418	2.364283403	2.307183251
2.248471883	2.316402459	2.29250391
2.287897311	2.366548043	2.250631693
2.503361858	2.649951472	2.199975936
2.401283619	2.503073439	2.298881001
2.463630807	2.537043028	2.23535074
2.358496333	2.450986736	2.287330045
2.391198044	2.389841475	2.306461316
2.457823961	2.570689097	2.331729034
2.30103912	2.426399224	2.301528095
2.370721271	2.43642834	2.255444592
2.456601467	2.537043028	2.230297196
2.489608802	2.604982206	2.334737095
2.417176039	2.566483339	2.352905788
2.47096577	2.475897768	2.312357117
2.407090465	2.484632805	2.347250632
2.525061125	2.591394371	2.287931657
2.520171149	2.607246846	2.392612201
2.494193154	2.579424135	2.294308747
2.451711491	2.600776448	2.441944411
2.482579462	2.564542219	2.223438816
2.646393643	2.691038499	2.456623752
2.456295844	2.575541896	2.296474552
2.593826406	2.692656098	2.489231139
2.371332518	2.480103526	2.369028998
2.702017115	2.783565189	2.41210444
2.452322738	2.491750243	2.37059319
2.642726161	2.824975736	2.429310552
2.5	2.549660304	2.42822765
2.574877751	2.728890327	2.519311756
2.584352078	2.640245875	2.44386957
2.618581907	2.683597541	2.492239201
2.704767726	2.683597541	2.319095175
2.729217604	2.770624393	2.426302491
2.561430318	2.703655775	2.419083143
2.66809291	2.78162407	2.536397545
2.421149144	2.564865739	2.434364096
2.671149144	2.753477839	2.435086031
2.566320293	2.676480104	2.47070148
2.713325183	2.87512132	2.567561064
2.622555012	2.695244258	2.50342919
2.681234719	2.734066645	2.513776922
2.667787286	2.78032999	2.499699194
2.817848411	2.892267874	2.472626639
2.644559902	2.71724361	2.510889183
2.679706601	2.779359431	2.550836241
2.703239609	2.727596247	2.583804596
2.657701711	2.747007441	2.526531103
2.716381418	2.808799741	2.418842498
2.815709046	2.868974442	2.655396463
2.771393643	2.840828211	2.450607628
2.643643032	2.777741831	2.557574299
2.559596577	2.65642187	2.568643966
2.852383863	2.992882562	2.56984719
2.594437653	2.684568101	2.601371676
2.726772616	2.820769977	2.570208158
2.78698044	2.884826917	2.591986524
2.786369193	2.895503073	2.504752737
2.773227384	2.87609188	2.582601372
2.826711491	2.840504691	2.58055589
2.798899756	2.930443222	2.593189749
2.742359413	2.739566483	2.726386716
2.779339853	2.887415076	2.513536277
2.790953545	2.940148819	2.58151847
2.812041565	2.869297962	2.625556491
2.897616137	3.027822711	2.558175911
2.768948655	2.917825946	2.730357358
2.775366748	2.884179877	2.586812658
2.833129584	3.006146878	2.536277223
2.712102689	2.871562601	2.651546144
3.010085575	3.09414429	2.541330766
2.793398533	2.904561631	2.641318734
2.769559902	2.855710126	2.658765492
2.817542787	2.989323843	2.62206714
2.719743276	2.857327726	2.637468415
2.825794621	2.924296344	2.737215738
2.848410758	2.995794241	2.716279629
2.801650367	2.950177936	2.652990013
2.837102689	2.93626658	2.67922031
2.930012225	3.072791977	2.675730959
2.968215159	3	2.760558296
2.915953545	3.010676157	2.683431597
2.91106357	3.026205112	2.699554807
2.878667482	2.956324814	2.732523162
2.925427873	3.049822064	2.755023463
2.886613692	2.945972177	2.725785104
2.944987775	3.09511485	2.701479966
2.932762836	3.072144937	2.724220912
2.972493888	3.132966677	2.796053423
2.929095355	2.995794241	2.710624474
2.860635697	2.977677127	2.685838046
2.886308068	3.038822388	2.762964746
3.086491443	3.150760272	2.840933702
2.863691932	3.03008735	2.878594634
2.846882641	2.986735684	2.833112742
2.989608802	3.12455516	2.781855372
3.020171149	3.151407312	2.786427626
3.133557457	3.208993853	2.848393695
3.075183374	3.143966354	2.854891108
3.000305623	3.074733096	2.824810492
3.025672372	3.087997412	2.921670076
3.090464548	3.215140731	2.751293466
3.131723716	3.214170171	2.88088076
3.077017115	3.164671627	2.668511611
3.172677262	3.259786477	2.846107568
2.977383863	3.012293756	3.032126098
3.087713936	3.202523455	2.857177235
2.923288509	3.002911679	2.803513416
3.084046455	3.215464251	2.962339069
3.267726161	3.450663216	2.84863434
3.023533007	3.179230023	2.942485862
3.030867971	3.142672274	2.900733967
3.210574572	3.300549984	2.992419685
2.988997555	3.115820123	3.040909638
3.244804401	3.295373665	2.84033209
3.138753056	3.236493044	2.875225605
3.203850856	3.364930443	2.911322344
3.344437653	3.46910385	2.854530141
3.028422983	3.1886121	2.896041391
3.090158924	3.195082498	2.918541692
3.145782396	3.301520544	2.913608471
3.027506112	3.096408929	2.921549753
3.098410758	3.252992559	3.035374804
3.225855746	3.275962472	2.98483937
3.187652812	3.247169201	2.918662014
3.178789731	3.278227111	2.886295271
3.298594132	3.415399547	2.934664902
3.255806846	3.356842446	2.994585489
3.16992665	3.321255257	3.025027073
3.044315403	3.15496603	2.990494525
3.158007335	3.275638952	3.065816388
3.218520782	3.369459722	2.905667188
3.237469438	3.439987059	3.088557334
3.203239609	3.332901973	3.088677656
3.339242054	3.43610482	3.073276381
3.142420538	3.235522485	3.006497413
3.366442543	3.471368489	2.940560703
3.41198044	3.503720479	3.073517026
3.347493888	3.459074733	2.939718445
3.271393643	3.473956648	3.01564192
3.170537897	3.235522485	3.027794489
3.312958435	3.497250081	3.052219949
3.245721271	3.384988677	3.183371435
3.284841076	3.410223229	2.953435206
3.32396088	3.456810094	3.254121044
3.333740831	3.493691362	3.099747323
3.506723716	3.68683274	3.05715317
3.224022005	3.353283727	3.172181446
3.560819071	3.743448722	3.040308026
3.397310513	3.556777742	3.08542895
3.287286064	3.365901003	3.06882445
3.494498778	3.621158201	3.143905667
3.217603912	3.357489486	3.163036939
3.329462103	3.535101909	3.127180845
3.332823961	3.459074733	3.138972446
3.41198044	3.536072468	3.176874022
3.441625917	3.516661275	3.256527494
3.358496333	3.535748949	3.138972446
3.42603912	3.612746684	3.237877512
3.54309291	3.613717244	3.224882686
3.510696822	3.722096409	3.206232704
3.41900978	3.539307667	3.23438816
3.469743276	3.65706891	3.173144026
3.578545232	3.71983177	3.162194682
3.494804401	3.564542219	3.224160751
3.566320293	3.628275639	3.15280953
3.425427873	3.576188936	3.357598364
3.422371638	3.564542219	3.219107207
3.557457213	3.690391459	3.330525809
3.430623472	3.579424135	3.245698472
3.685819071	3.824328696	3.288533269
3.506418093	3.692656098	3.276621345
3.739914425	3.880944678	3.356154494
3.532701711	3.740860563	3.338828059
3.593826406	3.733096085	3.382986404
3.525977995	3.695567777	3.233184936
3.654645477	3.804917502	3.236433642
3.661674817	3.847622129	3.47118277
3.676650367	3.894208994	3.456262784
3.492665037	3.658362989	3.447840212
3.585268949	3.670980265	3.395860907
3.818459658	3.929472663	3.487666947
3.740220049	3.904238111	3.412465407
3.799205379	3.981235846	3.559258814
3.671454768	3.878032999	3.526651426
3.803789731	4.040116467	3.505113705
3.674205379	3.855386606	3.551919143
3.910757946	4.088644452	3.457947299
3.902811736	4.042704626	3.35988449
3.841687042	4.059204141	3.503188545
3.922066015	4.104496927	3.553964625
3.746943765	3.940795859	3.471904705
3.717909535	3.857004206	3.56984719
3.827017115	3.981235846	3.501022741
3.882334963	4.15723067	3.62206714
3.758251834	3.93788418	3.587053303
3.923594132	4.036557748	3.543255926
3.788508557	4.008087997	3.684153531
3.952017115	4.135878357	3.696907713
3.92603912	4.104820446	3.609433281
3.8450489	4.047880945	3.611117796
4.118276284	4.229052087	3.668391289
4.120110024	4.309608541	3.681867405
4.009168704	4.147525073	3.777162796
3.891503667	4.115173083	3.697148358
4.00702934	4.172112585	3.733967032
4.107885086	4.241992883	3.729274456
4.145171149	4.308637981	3.74070509
4.024144254	4.152054351	3.942726507
4.058679707	4.241992883	3.763927325
4.162286064	4.308637981	3.812537601
4.026894866	4.235198965	3.7900373
4.378361858	4.584276933	3.691011912
4.134474328	4.380135878	3.774636025
4.072738386	4.296667745	3.88328721
4.156173594	4.28146231	3.811334376
4.075488998	4.273697832	3.893634942
4.114914425	4.291491427	3.898568163
4.26405868	4.401164672	3.838647575
4.174511002	4.442575218	3.759595717
4.264364303	4.504367519	3.919143304
4.238386308	4.441928179	3.709782216
4.204462103	4.411193788	3.941162315
4.056234719	4.332578454	3.954277464
4.308679707	4.49886768	4.011310312
4.109413203	4.228728567	3.913127181
4.357579462	4.525396312	4.058837685
4.33801956	4.609835005	4.025628685
4.403728606	4.591717891	4.108530863
4.363691932	4.575218376	3.95704488
4.553789731	4.652863151	3.968836482
4.414731051	4.573277257	4.009505475
4.599022005	4.824652216	4.005173866
4.351466993	4.551924943	4.032126098
4.351772616	4.582982853	4.088797979
4.430623472	4.604011647	4.018770304
4.431540342	4.637981236	4.089279268
4.475550122	4.648010353	4.174587896
4.470354523	4.554189583	4.247864276
4.367665037	4.651569071	4.156900493
4.502750611	4.682950501	4.130790519
4.629584352	4.890003235	4.264107809
4.726772616	4.927208023	4.183973048
4.503361858	4.720802329	4.417278306
4.532701711	4.820769977	4.258933943
4.722493888	4.882562278	4.527614006
4.674816626	4.853445487	4.067982192
4.903117359	5.193141378	4.213091084
4.73502445	4.881915238	4.190831428
4.926650367	5.246845681	4.396943809
4.445293399	4.607246846	4.450607628
4.652811736	4.838240052	4.342317411
4.590158924	4.799741184	4.298760679
4.915036675	5.116143643	4.247864276
4.944987775	5.255257198	4.430995067
4.796149144	5.043675186	4.422572494
4.737775061	4.979618247	4.528215618
4.842298289	4.898091233	4.36084707
4.951711491	5.160465869	4.557935267
4.921760391	5.129731478	4.363734809
5.02200489	5.21967001	4.395740585
4.785757946	5.043998706	4.691132234
5.08099022	5.286962148	4.442064733
4.855745721	5.120025882	4.639513897
4.80195599	5.02976383	4.416436049
5.235330073	5.479456487	4.460233426
5.007640587	5.165642187	4.53711948
5.182762836	5.403105791	4.33642161
4.899449878	5.173083145	4.662736133
4.960268949	5.183112261	4.467573096
5.069376528	5.285344549	4.448321502
4.787897311	5.145583953	4.514980147
5.296454768	5.461986412	4.630128745
4.943154034	5.193464898	4.678257731
4.834046455	5.049175024	4.463000842
5.009779951	5.252345519	4.726988329
5.148838631	5.382076998	4.520394658
5.168704156	5.527337431	4.639513897
5.056845966	5.324490456	4.541571411
5.180317848	5.526690391	4.681987727
4.945599022	5.309285021	4.808927927
5.142726161	5.404076351	4.56154494
4.977689487	5.211582012	4.666466129
5.195599022	5.512455516	4.587534593
5.396699267	5.713684892	4.618938756
5.025366748	5.351666127	4.841174347
5.22799511	5.502102879	4.924196848
5.099022005	5.377547719	4.90675009
5.10207824	5.422840505	4.745517988
5.371026895	5.674862504	4.627601973
5.542176039	5.74991912	4.885693659
5.559596577	5.758977677	4.60450006
5.200488998	5.56130702	4.945253279
5.101161369	5.422516985	4.744675731
5.397616137	5.771918473	4.723017687
5.140892421	5.397282433	4.885212369
5.563875306	5.778065351	4.678137408
5.307762836	5.556130702	4.957405848
5.239303178	5.551924943	4.871495608
5.457518337	5.790035587	4.930814583
5.254584352	5.49854416	4.946576826
5.604523227	5.871562601	4.891348815
5.507334963	5.769977354	4.874623992
5.516198044	5.772889033	4.9062688
5.582212714	5.859268845	4.953435206
5.546149144	5.860886445	4.92479846
5.492359413	5.726949207	4.999398388
5.564792176	5.817858298	4.84081338
5.569070905	5.841151731	4.957766815
5.612775061	5.84244581	5.189387559
5.622860636	5.90488515	4.819877271
5.444376528	5.716920091	4.759475394
5.600550122	5.949530896	4.916736855
5.877444988	6.21902297	5.20310432
5.41106357	5.630540278	5.040668993
5.366136919	5.675509544	5.161713392
5.516809291	5.865739243	5.06004091
5.962408313	6.269815594	5.21092528
5.673594132	5.96861857	4.942606185
5.898533007	6.127466839	5.071832511
5.660757946	5.956971854	5.03465287
5.971577017	6.256551278	4.887979786
5.550733496	5.865415723	5.238479124
5.731356968	6.166612747	5.099025388
5.70599022	5.93626658	5.307062929
5.481662592	5.81171142	5.222115269
5.900366748	6.252669039	5.048008663
5.753973105	6.086056292	5.225484298
6.109413203	6.423811064	5.024786428
5.894559902	6.116143643	5.441342799
5.596271394	5.912649628	5.234508483
5.908618582	6.24943384	5.220551077
5.693459658	6.025558072	5.325351943
6.286674817	6.510190877	5.271928769
5.953545232	6.276609511	5.346649019
