sgRNA_TF	WMW_pValue	sgRNA	TF	WMW_qValue	WMW_logFDR	diff_med	Diff	sign_WMW_logFDR
sgCD3E_sgGuide2__ENSG00000225958_574	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000225958_574	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000226866_576	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000226866_576	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000227522_579	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000227522_579	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000228710_583	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000228710_583	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000229544_584	0.000334372942355069	sgCD3E_sgGuide2	ENSG00000229544_584	0.000432250311811159	3.36426468476817	0.210744054824682	non_significant	3.36426468476817
sgCD3E_sgGuide2__ENSG00000230380_586	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000230380_586	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000230776_587	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000230776_587	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000232923_590	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000232923_590	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000233294_591	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000233294_591	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000233361_592	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000233361_592	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000233698_593	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000233698_593	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000233794_594	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000233794_594	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000234254_595	0.000674959286161147	sgCD3E_sgGuide2	ENSG00000234254_595	0.000857247560525836	3.06689374208549	0.179482846959982	non_significant	3.06689374208549
sgCD3E_sgGuide2__ENSG00000234550_596	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000234550_596	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000235187_346	1.93288906031245e-199	sgCD3E_sgGuide2	ENSG00000235187_346	7.64369764759924e-198	197.116696500133	2.35593214148662	significant	197.116696500133
sgCD3E_sgGuide2__ENSG00000236207_598	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000236207_598	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000237516_601	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000237516_601	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000250096_734	0.268125437661064	sgCD3E_sgGuide2	ENSG00000250096_734	0.280440334970092	0.552159522819684	0.050426366281253	non_significant	0.552159522819684
sgCD3E_sgGuide2__ENSG00000250542_156	7.3253593779093e-31	sgCD3E_sgGuide2	ENSG00000250542_156	1.91383263026459e-30	29.7180960451019	0.590148944811432	significant	29.7180960451019
sgCD3E_sgGuide2__ENSG00000250589_602	6.82969027651074e-16	sgCD3E_sgGuide2	ENSG00000250589_602	1.27507093145158e-15	14.8944656550095	-0.442840523675888	significant	-14.8944656550095
sgCD3E_sgGuide2__ENSG00000250811_102	0.00651583831323122	sgCD3E_sgGuide2	ENSG00000250811_102	0.00776545114042625	2.10983330849868	0.173335719440059	non_significant	2.10983330849868
sgCD3E_sgGuide2__EOMES_788	1.04243914002947e-59	sgCD3E_sgGuide2	EOMES_788	4.40253423216331e-59	58.3562972584653	-1.0303202568147	significant	-58.3562972584653
sgCD3E_sgGuide2__EP300_804	8.09546701999459e-47	sgCD3E_sgGuide2	EP300_804	2.75119387007629e-46	45.5604788048347	-0.767806501045714	significant	-45.5604788048347
sgCD3E_sgGuide2__EPAS1_36	2.51422217273304e-98	sgCD3E_sgGuide2	EPAS1_36	1.9020637306763e-97	96.7207749356545	-1.23343421993863	significant	-96.7207749356545
sgCD3E_sgGuide2__ERF_325	5.75702631411523e-199	sgCD3E_sgGuide2	ERF_325	2.17765777968706e-197	196.662010368874	2.34974292085006	significant	196.662010368874
sgCD3E_sgGuide2__ERG_339	2.39739381230842e-190	sgCD3E_sgGuide2	ERG_339	6.95244205569442e-189	188.157862622025	2.27577259032119	significant	188.157862622025
sgCD3E_sgGuide2__ESR1_661	6.42659417259308e-69	sgCD3E_sgGuide2	ESR1_661	3.03866137508477e-68	67.5173176944992	-1.07885946909387	significant	-67.5173176944992
sgCD3E_sgGuide2__ESR2_678	3.90150353843518e-79	sgCD3E_sgGuide2	ESR2_678	2.12144254902413e-78	77.6733687249059	-1.28223378255228	significant	-77.6733687249059
sgCD3E_sgGuide2__ESRRA_691	2.76100610840967e-147	sgCD3E_sgGuide2	ESRRA_691	3.63950805199456e-146	145.438957315456	-1.8716634907761	significant	-145.438957315456
sgCD3E_sgGuide2__ESRRB_669	3.73022925300724e-91	sgCD3E_sgGuide2	ESRRB_669	2.45856018948205e-90	89.6093191550208	-1.2870830036398	significant	-89.6093191550208
sgCD3E_sgGuide2__ESRRG_697	1.0724912217694e-140	sgCD3E_sgGuide2	ESRRG_697	1.33295337562768e-139	138.87518504118	-1.79358612874066	significant	-138.87518504118
sgCD3E_sgGuide2__ESX1_455	0.00812722064585857	sgCD3E_sgGuide2	ESX1_455	0.00958086986706905	2.01859505863357	0.140379610551278	non_significant	2.01859505863357
sgCD3E_sgGuide2__ETS1_332	3.00181816569437e-192	sgCD3E_sgGuide2	ETS1_332	9.32707787197894e-191	190.030254397288	2.34734130531023	significant	190.030254397288
sgCD3E_sgGuide2__ETS2_340	1.60531376907205e-138	sgCD3E_sgGuide2	ETS2_340	1.91318216314066e-137	136.718243676768	1.71894797529127	significant	136.718243676768
sgCD3E_sgGuide2__ETV1_320	1.08058961116599e-159	sgCD3E_sgGuide2	ETV1_320	1.77379804097059e-158	157.751095829084	1.73521054414478	significant	157.751095829084
sgCD3E_sgGuide2__ETV2_324	1.34295952073415e-208	sgCD3E_sgGuide2	ETV2_324	6.49097101688174e-207	206.187690330052	2.6373390037952	significant	206.187690330052
sgCD3E_sgGuide2__ETV3_328	6.10723675708703e-170	sgCD3E_sgGuide2	ETV3_328	1.20756726787857e-168	167.918088667405	1.90561659992099	significant	167.918088667405
sgCD3E_sgGuide2__ETV4_345	1.52437316479639e-159	sgCD3E_sgGuide2	ETV4_345	2.45593454328307e-158	157.609783212396	1.65108682734224	significant	157.609783212396
sgCD3E_sgGuide2__ETV5_347	2.67212332557025e-151	sgCD3E_sgGuide2	ETV5_347	3.74959240846148e-150	149.426015938773	1.6503357525011	significant	149.426015938773
sgCD3E_sgGuide2__ETV6_335	1.45533365509936e-147	sgCD3E_sgGuide2	ETV6_335	1.94790812297914e-146	145.710431531351	1.61174966082765	significant	145.710431531351
sgCD3E_sgGuide2__ETV7_321	1.26467120035821e-143	sgCD3E_sgGuide2	ETV7_321	1.618035212223e-142	141.791012031359	1.70375138518123	significant	141.791012031359
sgCD3E_sgGuide2__EVX1_419	0.268191216890939	sgCD3E_sgGuide2	EVX1_419	0.280440334970092	0.552159522819684	-0.0030144166391096	non_significant	-0.552159522819684
sgCD3E_sgGuide2__EVX2_534	0.000118613090442615	sgCD3E_sgGuide2	EVX2_534	0.000157788056093387	3.80192587418777	-0.241483491194739	non_significant	-3.80192587418777
sgCD3E_sgGuide2__FERD3L_58	5.45948331313503e-05	sgCD3E_sgGuide2	FERD3L_58	7.42148512879293e-05	4.129509178454	-0.256590650157358	significant	-4.129509178454
sgCD3E_sgGuide2__FEV_343	6.44358010943022e-184	sgCD3E_sgGuide2	FEV_343	1.64879843976597e-182	181.782832432195	2.08947196921081	significant	181.782832432195
sgCD3E_sgGuide2__FEZF1_204	7.68473146978411e-13	sgCD3E_sgGuide2	FEZF1_204	1.32916826614556e-12	11.8764200360379	-0.355758183256675	significant	-11.8764200360379
sgCD3E_sgGuide2__FEZF2_214	7.68473146978411e-13	sgCD3E_sgGuide2	FEZF2_214	1.32916826614556e-12	11.8764200360379	-0.355758183256675	significant	-11.8764200360379
sgCD3E_sgGuide2__FIGLA_88	0.0127557173540061	sgCD3E_sgGuide2	FIGLA_88	0.0148759706407309	1.82751468743737	0.134186695427681	non_significant	1.82751468743737
sgCD3E_sgGuide2__FLI1_337	3.5209780805495e-174	sgCD3E_sgGuide2	FLI1_337	7.47134373189772e-173	172.126601282674	2.0273401679561	significant	172.126601282674
sgCD3E_sgGuide2__FOS_137	1.77953293937422e-248	sgCD3E_sgGuide2	FOS_137	6.66247060207265e-246	245.176364694271	-10.3283397521548	significant	-245.176364694271
sgCD3E_sgGuide2__FOSB_121	1.31280341101521e-246	sgCD3E_sgGuide2	FOSB_121	1.2690432973147e-244	243.896523560361	-8.46556210177047	significant	-243.896523560361
sgCD3E_sgGuide2__FOSL1_142	4.50895391134897e-247	sgCD3E_sgGuide2	FOSL1_142	4.90348737859201e-245	244.309494938222	-10.176114585945	significant	-244.309494938222
sgCD3E_sgGuide2__FOSL2_105	2.07831543278029e-247	sgCD3E_sgGuide2	FOSL2_105	2.58304918074121e-245	244.587867324868	-10.1489933121475	significant	-244.587867324868
sgCD3E_sgGuide2__FOXA1_357	4.00334509403755e-20	sgCD3E_sgGuide2	FOXA1_357	8.72909832534503e-20	19.0590306145477	0.420051703631466	significant	19.0590306145477
sgCD3E_sgGuide2__FOXA2_355	1.10034510550292e-42	sgCD3E_sgGuide2	FOXA2_355	3.54555645106497e-42	41.450315595555	0.708676109807952	significant	41.450315595555
sgCD3E_sgGuide2__FOXA3_366	3.55492036551989e-85	sgCD3E_sgGuide2	FOXA3_366	2.11834295753583e-84	83.6740037267084	1.04909353555389	significant	83.6740037267084
sgCD3E_sgGuide2__FOXB1_367	1.48817320564404e-26	sgCD3E_sgGuide2	FOXB1_367	3.64707236312764e-26	25.4380556195776	0.501588871038729	significant	25.4380556195776
sgCD3E_sgGuide2__FOXB2_380	1.3074084565344e-42	sgCD3E_sgGuide2	FOXB2_380	4.16646650983491e-42	41.3802321046945	0.732049937555649	significant	41.3802321046945
sgCD3E_sgGuide2__FOXC1_349	1.57339774304952e-38	sgCD3E_sgGuide2	FOXC1_349	4.4880525785347e-38	37.3479420638656	0.688655109793942	significant	37.3479420638656
sgCD3E_sgGuide2__FOXC2_370	0.000705297560127558	sgCD3E_sgGuide2	FOXC2_370	0.000893171582694288	3.04906510297116	-0.192652579457198	non_significant	-3.04906510297116
sgCD3E_sgGuide2__FOXD1_382	2.64991831727665e-91	sgCD3E_sgGuide2	FOXD1_382	1.75986941681732e-90	89.7545195558561	1.22375993487624	significant	89.7545195558561
sgCD3E_sgGuide2__FOXD2_374	1.39841454520512e-05	sgCD3E_sgGuide2	FOXD2_374	1.95913148845161e-05	4.70793641505549	0.196052032623712	non_significant	4.70793641505549
sgCD3E_sgGuide2__FOXD3_377	1.19626063522029e-90	sgCD3E_sgGuide2	FOXD3_377	7.82516355369662e-90	89.1065065765003	1.11339601653176	significant	89.1065065765003
sgCD3E_sgGuide2__FOXD4_830	1.47505453464585e-76	sgCD3E_sgGuide2	FOXD4_830	7.684415839173e-76	75.1143891414975	1.01246742290465	significant	75.1143891414975
sgCD3E_sgGuide2__FOXD4L1_831	1.47505453464585e-76	sgCD3E_sgGuide2	FOXD4L1_831	7.684415839173e-76	75.1143891414975	1.01246742290465	significant	75.1143891414975
sgCD3E_sgGuide2__FOXD4L2_857	1.56808651779296e-92	sgCD3E_sgGuide2	FOXD4L2_857	1.07420100037786e-91	90.9689144475122	1.35152984253039	significant	90.9689144475122
sgCD3E_sgGuide2__FOXD4L3_832	1.56808651779296e-92	sgCD3E_sgGuide2	FOXD4L3_832	1.07420100037786e-91	90.9689144475122	1.35152984253039	significant	90.9689144475122
sgCD3E_sgGuide2__FOXD4L4_856	1.56808651779296e-92	sgCD3E_sgGuide2	FOXD4L4_856	1.07420100037786e-91	90.9689144475122	1.35152984253039	significant	90.9689144475122
sgCD3E_sgGuide2__FOXD4L5_833	1.56808651779296e-92	sgCD3E_sgGuide2	FOXD4L5_833	1.07420100037786e-91	90.9689144475122	1.35152984253039	significant	90.9689144475122
sgCD3E_sgGuide2__FOXD4L6_834	1.56808651779296e-92	sgCD3E_sgGuide2	FOXD4L6_834	1.07420100037786e-91	90.9689144475122	1.35152984253039	significant	90.9689144475122
sgCD3E_sgGuide2__FOXE1_371	3.60182311660544e-103	sgCD3E_sgGuide2	FOXE1_371	2.90146862170994e-102	101.537382121805	1.23477350066255	significant	101.537382121805
sgCD3E_sgGuide2__FOXE3_376	2.64991831727665e-91	sgCD3E_sgGuide2	FOXE3_376	1.75986941681732e-90	89.7545195558561	1.22375993487624	significant	89.7545195558561
sgCD3E_sgGuide2__FOXF1_351	1.70673450329915e-42	sgCD3E_sgGuide2	FOXF1_351	5.41919349587686e-42	41.2660653419399	0.761165841623215	significant	41.2660653419399
sgCD3E_sgGuide2__FOXF2_359	2.97046586301532e-49	sgCD3E_sgGuide2	FOXF2_359	1.04627744972604e-48	47.980353134869	0.832769764851361	significant	47.980353134869
sgCD3E_sgGuide2__FOXG1_368	1.10856018274507e-89	sgCD3E_sgGuide2	FOXG1_368	6.98874897817545e-89	88.1556005582314	1.15538363595519	significant	88.1556005582314
sgCD3E_sgGuide2__FOXH1_362	0.318974210452244	sgCD3E_sgGuide2	FOXH1_362	0.329484825116925	0.482164582647346	0.0978659727025517	non_significant	0.482164582647346
sgCD3E_sgGuide2__FOXI1_365	7.30375183908809e-69	sgCD3E_sgGuide2	FOXI1_365	3.43473735135494e-68	67.4641064671105	0.942727828520354	significant	67.4641064671105
sgCD3E_sgGuide2__FOXI2_375	2.29791057072031e-49	sgCD3E_sgGuide2	FOXI2_375	8.12675689644988e-49	48.0900827315243	0.768733558455269	significant	48.0900827315243
sgCD3E_sgGuide2__FOXJ1_853	1.47505453464585e-76	sgCD3E_sgGuide2	FOXJ1_853	7.684415839173e-76	75.1143891414975	1.01246742290465	significant	75.1143891414975
sgCD3E_sgGuide2__FOXJ2_350	3.97774107906035e-101	sgCD3E_sgGuide2	FOXJ2_350	3.08985244534152e-100	99.510062259638	1.26047808948278	significant	99.510062259638
sgCD3E_sgGuide2__FOXJ3_378	1.06935560641242e-55	sgCD3E_sgGuide2	FOXJ3_378	4.15330079276251e-55	54.3816066150239	0.889096379537845	significant	54.3816066150239
sgCD3E_sgGuide2__FOXK1_364	1.24210948476723e-74	sgCD3E_sgGuide2	FOXK1_364	6.24644654189299e-74	73.2043669724356	1.00078403604578	significant	73.2043669724356
sgCD3E_sgGuide2__FOXK2_360	2.47764133213941e-56	sgCD3E_sgGuide2	FOXK2_360	9.97938869889483e-56	55.0008960612004	0.837810452350618	significant	55.0008960612004
sgCD3E_sgGuide2__FOXL1_369	6.95239135476953e-16	sgCD3E_sgGuide2	FOXL1_369	1.29519924596349e-15	14.8876634170913	0.43246121419775	significant	14.8876634170913
sgCD3E_sgGuide2__FOXL2_855	3.50586838204119e-84	sgCD3E_sgGuide2	FOXL2_855	2.03340366158389e-83	82.691776398737	1.07855967349505	significant	82.691776398737
sgCD3E_sgGuide2__FOXM1_352	1.4683160783355e-87	sgCD3E_sgGuide2	FOXM1_352	9.0598226110063e-87	86.0428803056141	1.18681330532848	significant	86.0428803056141
sgCD3E_sgGuide2__FOXN2_854	3.50586838204119e-84	sgCD3E_sgGuide2	FOXN2_854	2.03340366158389e-83	82.691776398737	1.07855967349505	significant	82.691776398737
sgCD3E_sgGuide2__FOXN3_829	3.50586838204119e-84	sgCD3E_sgGuide2	FOXN3_829	2.03340366158389e-83	82.691776398737	1.07855967349505	significant	82.691776398737
sgCD3E_sgGuide2__FOXO1_361	1.10856018274507e-89	sgCD3E_sgGuide2	FOXO1_361	6.98874897817545e-89	88.1556005582314	1.15538363595519	significant	88.1556005582314
sgCD3E_sgGuide2__FOXO3_354	2.64991831727665e-91	sgCD3E_sgGuide2	FOXO3_354	1.75986941681732e-90	89.7545195558561	1.22375993487624	significant	89.7545195558561
sgCD3E_sgGuide2__FOXO4_373	3.89223541075921e-103	sgCD3E_sgGuide2	FOXO4_373	3.10664661225735e-102	101.507708145868	1.22317637423529	significant	101.507708145868
sgCD3E_sgGuide2__FOXO6_379	0.000251421364891566	sgCD3E_sgGuide2	FOXO6_379	0.000326960519365714	3.48550468543384	0.139328561507004	non_significant	3.48550468543384
sgCD3E_sgGuide2__FOXP1_353	1.06935560641242e-55	sgCD3E_sgGuide2	FOXP1_353	4.15330079276251e-55	54.3816066150239	0.889096379537845	significant	54.3816066150239
sgCD3E_sgGuide2__FOXP2_356	3.16165363049784e-85	sgCD3E_sgGuide2	FOXP2_356	1.89699217829871e-84	83.7219344597959	1.09574896031865	significant	83.7219344597959
sgCD3E_sgGuide2__FOXP3_348	1.56808651779296e-92	sgCD3E_sgGuide2	FOXP3_348	1.07420100037786e-91	90.9689144475122	1.35152984253039	significant	90.9689144475122
sgCD3E_sgGuide2__FOXP4_358	1.06935560641242e-55	sgCD3E_sgGuide2	FOXP4_358	4.15330079276251e-55	54.3816066150239	0.889096379537845	significant	54.3816066150239
sgCD3E_sgGuide2__FOXQ1_363	9.96929107249112e-18	sgCD3E_sgGuide2	FOXQ1_363	2.04077252542759e-17	16.6902054011914	0.459983371840072	significant	16.6902054011914
sgCD3E_sgGuide2__FOXS1_372	1.59224111440163e-61	sgCD3E_sgGuide2	FOXS1_372	6.92624884764708e-61	60.1595019090877	0.946915195197486	significant	60.1595019090877
sgCD3E_sgGuide2__FUBP1_809	8.43319997452662e-147	sgCD3E_sgGuide2	FUBP1_809	1.0950573101251e-145	144.960563151308	1.64479952982453	significant	144.960563151308
sgCD3E_sgGuide2__GABPA_338	3.4917743573001e-190	sgCD3E_sgGuide2	GABPA_338	9.79949577693898e-189	188.008796269912	2.3230853961032	significant	188.008796269912
sgCD3E_sgGuide2__GATA1_383	3.16137921552384e-08	sgCD3E_sgGuide2	GATA1_383	4.81681246498379e-08	7.3172402619289	0.258928139879478	significant	7.3172402619289
sgCD3E_sgGuide2__GATA2_388	1.37572357011498e-14	sgCD3E_sgGuide2	GATA2_388	2.4934989708334e-14	13.6031908066963	0.44004349197207	significant	13.6031908066963
sgCD3E_sgGuide2__GATA3_384	2.27876810588579e-16	sgCD3E_sgGuide2	GATA3_384	4.56803744728258e-16	15.340270344543	0.468799427352359	significant	15.340270344543
sgCD3E_sgGuide2__GATA4_386	9.09786039078723e-08	sgCD3E_sgGuide2	GATA4_386	1.36233021342253e-07	6.86571761159696	0.287119178876826	significant	6.86571761159696
sgCD3E_sgGuide2__GATA5_385	4.98886697688251e-18	sgCD3E_sgGuide2	GATA5_385	1.03095350828689e-17	16.9867609191488	0.547980487102127	significant	16.9867609191488
sgCD3E_sgGuide2__GATA6_387	8.49173251674469e-12	sgCD3E_sgGuide2	GATA6_387	1.43452568729473e-11	10.8432916706662	0.312010083152673	significant	10.8432916706662
sgCD3E_sgGuide2__GBX1_508	0.000448263308317732	sgCD3E_sgGuide2	GBX1_508	0.000575205130142222	3.24017724922023	0.147047586624564	non_significant	3.24017724922023
sgCD3E_sgGuide2__GBX2_520	0.00963491608908912	sgCD3E_sgGuide2	GBX2_520	0.0112970040397676	1.94703671594234	0.161895520350722	non_significant	1.94703671594234
sgCD3E_sgGuide2__GCM1_390	1.9754974807484e-09	sgCD3E_sgGuide2	GCM1_390	3.153546437158e-09	8.5012007694739	-0.315376350704057	significant	-8.5012007694739
sgCD3E_sgGuide2__GCM2_389	0.000396581513701031	sgCD3E_sgGuide2	GCM2_389	0.00050963946369261	3.29273694998128	-0.178584363794772	non_significant	-3.29273694998128
sgCD3E_sgGuide2__GFI1_220	0.065226337763109	sgCD3E_sgGuide2	GFI1_220	0.0726593007092251	1.13870878620887	-0.119627547527711	non_significant	-1.13870878620887
sgCD3E_sgGuide2__GFI1B_228	0.000390754576501762	sgCD3E_sgGuide2	GFI1B_228	0.000502894203485996	3.29852337016264	-0.167404660051445	non_significant	-3.29852337016264
sgCD3E_sgGuide2__GLI1_186	8.76777350809864e-105	sgCD3E_sgGuide2	GLI1_186	7.12893733836058e-104	103.146975202614	-1.44266782964238	significant	-103.146975202614
sgCD3E_sgGuide2__GLI2_167	3.22395814994088e-116	sgCD3E_sgGuide2	GLI2_167	2.86208529637608e-115	114.543317427462	-1.47322712023017	significant	-114.543317427462
sgCD3E_sgGuide2__GLI3_182	1.31373852337071e-126	sgCD3E_sgGuide2	GLI3_182	1.36065775634823e-125	124.866251098324	-1.58606303543268	significant	-124.866251098324
sgCD3E_sgGuide2__GLIS1_250	0.206929784674546	sgCD3E_sgGuide2	GLIS1_250	0.220084245314004	0.65741104521623	0.0535008093549493	non_significant	0.65741104521623
sgCD3E_sgGuide2__GLIS2_201	0.00382933629040637	sgCD3E_sgGuide2	GLIS2_201	0.00464647499672739	2.33287639550154	-0.146250654241606	non_significant	-2.33287639550154
sgCD3E_sgGuide2__GLIS3_183	2.27224017427313e-19	sgCD3E_sgGuide2	GLIS3_183	4.89319047430106e-19	18.3104078783893	-0.461381214818721	significant	-18.3104078783893
sgCD3E_sgGuide2__GMEB1_737	1.46477112434846e-59	sgCD3E_sgGuide2	GMEB1_737	6.15628443566743e-59	58.2106813228907	0.779010324341687	significant	58.2106813228907
sgCD3E_sgGuide2__GMEB2_735	2.17012489427524e-71	sgCD3E_sgGuide2	GMEB2_735	1.03736739451619e-70	69.9840674064333	0.932153598969991	significant	69.9840674064333
sgCD3E_sgGuide2__GRHL1_391	3.77561899798004e-19	sgCD3E_sgGuide2	GRHL1_391	8.07073348462563e-19	18.0930869939211	0.431773840503639	significant	18.0930869939211
sgCD3E_sgGuide2__GSC2_402	0.432414095807051	sgCD3E_sgGuide2	GSC2_402	0.437442166688529	0.359079356009168	-0.0312342194963785	non_significant	-0.359079356009168
sgCD3E_sgGuide2__GSC_470	0.00601523349657014	sgCD3E_sgGuide2	GSC_470	0.00723029438685059	2.14084401972041	-0.154700240408998	non_significant	-2.14084401972041
sgCD3E_sgGuide2__GSX1_522	2.79714522406145e-17	sgCD3E_sgGuide2	GSX1_522	5.65934033705455e-17	16.247234188012	-0.427232161752434	significant	-16.247234188012
sgCD3E_sgGuide2__GSX2_546	0.0351972980897339	sgCD3E_sgGuide2	GSX2_546	0.0397167955098164	1.40102579916321	0.128910238519416	non_significant	1.40102579916321
sgCD3E_sgGuide2__HAND1_33	7.14372289705784e-18	sgCD3E_sgGuide2	HAND1_33	1.46581106614158e-17	16.8339220039241	-0.441321845334803	significant	-16.8339220039241
sgCD3E_sgGuide2__HAND2_66	7.14372289705784e-18	sgCD3E_sgGuide2	HAND2_66	1.46581106614158e-17	16.8339220039241	-0.441321845334803	significant	-16.8339220039241
sgCD3E_sgGuide2__HBP1_752	1.83057318375651e-39	sgCD3E_sgGuide2	HBP1_752	5.3622850837312e-39	38.2706501006478	-0.645552056436791	significant	-38.2706501006478
