T0-ATAC-rep1.proatac	T0-ATAC-rep2.proatac	T0-ATAC-rep3.proatac	T24H-ATAC-rep1.proatac	T24H-ATAC-rep2.proatac	T24H-ATAC-rep3.proatac
12	12	35	15	22	23
15	23	25	25	23	35
13	45	40	35	20	21
19	28	41	28	12	20
16	19	28	24	17	19
22	32	32	37	15	29
32	34	83	57	40	44
45	43	168	60	31	78
30	21	87	49	22	31
19	16	33	26	25	13
16	21	48	24	15	17
12	22	19	11	11	25
12	9	28	21	7	21
45	46	112	57	24	48
12	16	43	11	9	16
15	12	49	18	12	14
8	10	7	18	10	10
43	38	193	80	34	87
11	15	25	28	9	19
9	18	41	20	6	30
16	49	107	46	25	45
13	9	23	16	10	14
17	23	27	28	19	25
85	67	459	119	67	137
31	32	119	24	17	43
22	26	61	33	23	40
22	23	49	67	26	57
13	14	32	15	8	11
13	13	27	24	12	29
20	18	19	25	17	17
20	12	91	43	23	39
11	13	26	8	4	13
9	16	27	16	16	18
36	44	179	95	30	80
4	8	18	6	10	11
18	15	19	24	7	12
16	15	23	17	11	23
9	4	18	7	10	8
20	23	47	31	12	15
20	30	51	38	20	27
12	15	41	13	9	17
25	37	117	33	13	39
21	30	113	44	16	42
5	5	4	27	8	8
5	7	10	37	9	22
11	13	51	24	8	15
9	17	40	29	20	24
22	22	83	55	36	47
12	14	31	6	8	14
32	24	78	49	14	36
13	14	75	21	10	25
11	22	41	17	16	21
66	51	329	124	45	107
44	39	109	68	27	50
14	14	45	18	6	18
18	32	58	27	17	25
29	33	172	55	34	67
15	14	20	11	9	19
25	22	55	53	30	54
27	16	108	45	23	41
28	29	92	44	24	43
24	21	59	31	19	38
13	16	43	18	16	25
15	8	10	20	8	12
8	10	25	20	12	12
20	22	49	38	19	36
17	15	51	22	15	19
12	18	56	25	12	26
6	10	21	5	8	14
16	14	34	17	8	22
24	28	50	30	15	36
8	16	34	11	13	11
11	20	59	20	7	26
9	10	26	26	12	37
24	20	25	17	11	21
55	54	196	93	34	71
13	22	39	31	14	19
20	22	45	23	14	25
6	5	32	8	8	17
14	19	35	15	10	22
46	34	109	43	18	47
18	18	63	22	13	27
34	43	85	55	25	56
18	13	35	13	9	11
11	6	12	35	17	18
35	51	269	106	43	104
8	7	13	36	19	42
4	10	21	8	6	18
14	13	80	7	8	9
11	19	31	22	14	29
8	12	13	39	18	32
13	14	29	42	16	37
12	17	45	22	6	23
10	16	41	39	16	25
22	25	97	58	35	93
1	6	19	53	23	65
13	16	59	37	31	39
13	22	56	24	11	19
16	29	61	23	21	25
23	40	93	42	22	67
15	7	13	28	18	30
19	19	46	29	18	37
17	18	67	18	24	21
13	10	34	10	7	14
15	12	30	8	9	11
3	5	11	25	18	41
4	10	46	40	23	50
10	9	35	42	19	28
17	13	40	25	16	27
7	22	48	19	11	23
20	16	37	15	13	23
8	12	35	7	13	11
7	13	32	18	15	13
5	9	16	20	15	29
41	37	169	73	32	57
46	35	123	79	26	65
6	10	41	11	15	20
10	16	39	13	15	21
29	27	59	40	14	29
31	41	96	45	21	31
8	7	25	13	12	22
12	13	47	16	11	21
0	2	8	30	17	28
9	21	41	19	6	21
16	14	28	45	14	23
11	14	4	39	11	28
20	10	15	27	13	27
8	7	5	53	22	44
8	10	9	35	27	32
21	12	25	29	20	34
7	4	25	77	37	72
4	7	11	52	27	60
53	61	238	114	53	104
17	23	50	30	17	44
12	21	27	17	11	22
17	13	55	15	11	22
10	12	21	45	20	62
48	43	207	72	38	84
26	32	72	29	26	51
6	13	13	22	15	25
6	11	13	31	10	12
10	14	30	12	15	13
17	18	10	25	9	12
12	18	46	40	14	31
13	8	27	8	0	12
28	24	119	46	25	52
28	38	164	64	20	67
25	25	152	68	30	49
42	31	195	66	34	74
18	10	24	10	9	21
18	19	26	30	14	13
37	36	230	70	29	87
7	15	53	13	15	30
13	7	24	25	28	41
9	12	14	21	12	14
7	6	23	8	9	9
40	21	178	79	19	62
15	22	13	9	14	11
26	25	104	60	32	73
24	18	90	37	16	44
8	4	8	30	7	19
28	23	85	61	21	38
20	26	121	66	26	88
30	36	124	55	26	43
19	31	76	40	19	34
9	18	34	24	15	23
6	19	23	12	9	10
14	23	20	33	14	18
31	36	68	36	27	29
20	27	61	28	19	20
11	12	30	16	11	13
13	15	55	13	11	9
35	37	202	64	35	56
45	46	179	68	30	59
16	24	94	37	17	34
30	25	120	55	30	56
23	31	96	41	19	42
22	30	166	54	33	63
50	37	244	59	34	77
16	13	123	25	17	47
26	30	222	46	32	71
14	28	23	10	7	14
15	15	50	29	16	21
12	19	74	19	13	21
18	14	38	16	8	22
6	9	11	21	9	14
5	9	28	6	3	10
18	7	30	22	19	32
20	26	84	48	17	32
13	23	35	25	16	17
31	25	84	52	28	44
26	21	131	25	13	49
22	23	43	23	23	33
12	17	61	10	12	13
10	19	68	36	14	42
20	28	95	34	13	39
33	36	156	64	27	57
34	26	101	39	30	59
14	8	28	8	8	10
10	4	10	28	14	16
27	42	107	61	39	62
62	55	266	94	38	89
15	7	37	15	15	29
13	19	29	21	19	31
12	14	47	16	17	12
12	12	42	40	28	49
10	16	49	41	23	59
16	13	40	17	15	31
30	37	240	61	31	64
6	11	12	33	16	33
24	19	42	27	11	29
14	14	43	14	14	30
23	26	28	28	15	19
28	23	152	45	15	46
8	4	34	13	6	27
54	42	188	78	17	47
17	30	63	20	7	26
30	34	115	63	21	45
63	57	313	102	49	116
12	16	37	51	24	52
36	25	122	63	24	72
30	36	141	29	20	59
10	9	29	17	11	19
8	15	24	8	4	8
13	9	43	15	15	25
46	53	245	106	28	93
8	13	41	18	15	31
16	22	30	20	12	17
46	51	232	81	44	108
18	17	72	22	17	27
19	30	144	10	12	30
25	24	129	22	15	24
4	13	25	15	5	20
13	23	37	32	13	33
23	27	83	64	21	58
8	13	22	9	8	13
13	9	11	17	10	9
6	6	26	16	5	14
7	7	28	10	12	18
39	43	224	75	41	94
9	7	22	12	12	20
37	27	171	59	32	73
44	34	215	69	45	92
9	19	41	23	17	23
11	11	41	17	13	25
9	7	15	53	29	46
4	7	6	26	14	18
11	9	50	18	14	32
11	19	59	39	26	44
23	20	92	34	21	45
14	24	46	24	28	33
9	18	52	16	13	21
10	11	38	20	14	19
20	13	88	40	24	66
11	11	35	46	17	61
21	18	74	17	22	26
11	15	37	21	12	33
8	13	15	33	7	17
5	12	24	24	11	20
15	13	49	24	20	26
4	14	10	25	9	13
10	9	5	47	25	47
15	17	29	17	20	22
8	10	37	13	13	21
12	19	59	12	15	31
18	26	73	48	24	48
33	34	128	73	37	55
5	16	13	34	10	20
7	7	14	54	24	56
15	10	23	67	35	61
26	20	172	30	22	38
29	37	204	39	20	45
38	23	54	27	30	44
19	18	116	27	18	25
10	10	45	20	10	18
57	53	187	85	26	65
35	34	89	46	21	30
14	13	82	15	15	18
8	4	60	19	7	19
7	9	41	39	29	58
6	13	12	43	31	65
10	8	11	28	28	37
33	26	96	51	26	51
10	10	41	18	18	25
7	15	35	27	28	47
11	11	32	15	8	24
28	34	62	50	11	36
36	40	70	48	11	42
21	36	88	61	26	50
24	23	62	43	21	38
30	19	107	16	17	18
20	18	68	7	15	26
14	16	40	13	14	17
50	45	172	72	31	85
15	19	27	13	12	16
28	22	39	25	14	29
39	35	127	49	17	39
52	41	261	104	29	91
7	13	26	23	9	22
15	20	24	21	16	17
21	28	79	50	23	52
13	7	15	18	18	33
17	12	90	56	35	68
8	5	21	27	17	38
7	6	15	60	19	50
34	27	172	59	38	80
56	34	190	42	30	66
8	10	12	39	20	37
6	5	5	27	16	39
25	35	76	28	11	34
14	4	28	8	7	14
14	21	35	20	13	21
36	30	140	45	15	47
32	36	140	57	21	68
15	24	59	12	6	21
8	3	10	20	15	17
17	23	71	25	19	31
28	31	103	81	28	61
24	35	116	73	32	89
14	16	45	60	33	71
11	13	23	76	30	64
10	12	62	41	24	52
8	10	37	44	26	56
4	6	7	39	25	25
19	18	47	34	20	49
41	33	170	69	45	93
8	16	70	23	22	34
5	9	27	14	13	23
37	23	139	51	27	61
25	45	100	49	25	37
19	27	144	45	27	56
11	8	15	36	14	26
8	7	16	43	20	26
28	24	109	26	17	26
16	19	54	18	23	33
6	10	25	13	7	18
14	17	82	16	10	16
12	22	102	38	21	37
35	37	117	54	29	55
14	20	84	21	18	26
24	43	199	60	31	57
48	55	205	71	39	94
29	21	97	26	25	44
5	6	26	17	12	23
28	22	91	39	16	50
10	12	8	15	15	10
19	19	32	27	13	18
8	8	14	51	23	28
6	6	12	53	20	24
44	33	142	52	12	42
41	38	145	68	30	57
25	26	83	39	31	55
26	28	64	43	23	25
21	51	150	61	24	65
18	23	18	26	11	15
36	31	174	80	37	68
8	12	15	44	9	28
17	26	63	23	13	30
24	29	72	32	33	40
17	10	54	23	12	26
32	31	190	77	26	86
14	18	41	23	12	18
22	17	48	23	14	27
58	46	188	62	28	63
10	12	6	18	5	15
45	37	159	61	33	51
3	10	13	15	11	10
52	39	239	68	29	78
19	22	31	38	15	32
3	8	7	5	10	22
19	20	51	15	13	29
31	36	232	35	11	62
9	12	15	26	6	30
4	5	27	9	5	22
16	11	33	26	9	34
25	41	123	47	26	52
31	29	128	48	20	44
32	30	92	38	17	38
49	51	176	95	29	63
18	30	154	49	21	47
13	11	35	20	10	17
30	31	162	71	38	67
39	35	174	72	24	68
28	33	124	44	21	50
53	52	246	77	35	88
40	46	190	56	37	76
5	9	32	27	16	40
26	13	75	16	14	19
19	23	113	13	10	22
15	11	45	12	9	13
23	12	59	24	9	27
17	17	126	25	16	16
29	16	149	7	9	14
13	13	32	29	16	11
18	30	126	12	14	31
19	21	44	23	15	38
10	16	43	34	22	22
20	26	30	33	16	20
6	7	20	10	8	11
46	40	215	63	43	82
34	40	212	35	30	58
19	26	83	24	9	30
15	27	83	14	15	13
7	14	28	8	5	11
17	38	101	59	24	58
11	11	12	21	12	24
28	38	196	18	16	51
15	16	43	18	14	20
14	14	37	35	17	42
7	8	5	23	14	30
10	9	35	82	32	82
23	27	95	52	27	70
23	23	96	50	20	49
26	38	104	30	19	40
20	23	60	40	20	25
13	10	11	42	15	26
50	48	214	33	21	31
10	11	45	27	10	31
9	10	14	16	6	32
12	15	27	13	11	13
4	5	18	5	7	3
8	6	35	15	11	17
6	26	55	25	19	45
25	20	113	44	14	45
8	7	25	30	15	30
2	10	25	5	7	7
24	30	103	47	18	55
17	18	75	14	9	27
3	3	21	5	10	8
9	13	12	32	26	43
10	8	21	52	32	55
15	15	63	53	22	57
15	11	32	21	14	35
23	38	83	39	18	34
14	20	53	18	14	23
11	5	27	8	5	9
41	42	138	55	34	49
17	11	53	16	17	31
14	15	67	25	17	32
14	22	29	16	7	23
17	11	90	12	11	30
24	19	63	25	10	25
27	24	83	25	17	27
34	26	108	32	21	49
37	34	190	67	40	63
30	43	222	57	31	68
26	25	64	30	29	49
23	13	48	13	18	25
31	47	193	58	43	72
32	20	71	37	17	49
22	17	44	20	12	26
41	30	128	53	20	51
37	37	173	56	33	71
20	18	87	34	22	48
32	31	140	46	23	61
37	34	154	50	29	67
24	28	97	28	33	31
34	44	106	52	34	47
21	38	89	57	31	58
23	34	57	29	11	20
16	16	43	31	19	32
13	33	111	40	27	50
12	20	23	23	10	14
17	29	112	23	30	27
47	52	264	101	53	100
31	29	90	40	24	35
47	38	104	51	26	39
34	43	127	55	30	47
21	31	111	15	12	19
28	21	50	22	17	23
18	20	78	37	29	41
17	17	69	16	21	20
34	28	168	47	31	49
43	31	176	50	25	41
20	24	60	29	17	29
29	19	51	31	26	44
12	19	27	19	20	36
17	26	55	28	18	34
38	0	90	71	0	31
30	30	88	56	23	54
14	28	49	28	21	28
15	28	36	22	12	30
17	36	41	44	20	32
11	15	38	10	12	15
18	16	53	51	31	58
56	55	187	64	34	53
11	11	33	10	7	20
27	34	154	50	34	40
37	36	45	41	20	37
17	24	38	19	15	31
26	21	47	24	15	25
49	63	139	64	36	58
16	23	52	19	25	18
72	77	439	129	68	153
22	24	68	24	25	39
10	18	32	12	13	15
21	12	43	29	12	20
29	27	143	19	16	36
38	28	95	41	22	45
35	26	83	32	27	43
18	8	41	42	30	48
17	9	44	31	19	29
20	24	85	33	24	33
24	25	113	41	17	37
7	18	21	9	8	12
11	20	25	7	8	17
11	12	32	8	3	17
16	20	33	24	15	21
19	19	38	14	8	26
11	18	32	13	11	24
22	22	81	24	16	35
15	34	77	54	38	51
31	23	53	87	44	71
26	18	71	69	24	44
15	10	41	10	10	14
10	11	42	16	9	10
23	28	88	29	19	39
47	52	308	80	35	90
8	13	27	13	13	23
37	44	75	49	33	45
24	27	68	61	18	40
33	22	55	28	22	32
30	37	124	45	23	59
16	8	27	52	26	58
17	28	71	11	13	19
11	11	34	25	10	23
24	19	95	29	18	19
14	19	49	20	14	29
14	14	43	20	15	20
37	41	125	56	38	59
18	15	99	20	14	23
25	17	64	28	20	37
24	20	65	39	20	39
13	14	36	18	14	34
24	28	90	70	37	92
10	5	24	35	17	13
15	26	92	34	24	33
38	43	121	52	34	50
39	23	75	36	17	31
8	21	71	22	9	13
8	11	32	14	9	13
22	16	37	8	11	11
22	26	55	57	28	42
49	56	185	76	36	77
16	22	54	26	17	31
19	17	32	23	16	35
23	31	51	46	20	44
19	26	61	37	11	33
19	12	27	12	15	24
24	15	41	25	10	27
19	21	91	28	18	30
26	34	63	32	20	42
43	44	168	69	34	57
17	30	38	32	15	26
22	28	40	44	26	44
42	39	132	57	41	66
24	28	65	32	31	38
5	9	6	13	9	28
15	10	25	11	8	16
4	11	10	29	16	24
41	22	111	79	36	74
17	20	93	28	21	22
57	45	247	83	32	91
6	8	8	38	8	18
15	12	27	19	19	16
24	16	14	11	13	36
31	34	147	76	24	68
30	36	37	41	24	30
11	15	46	17	9	17
26	21	46	36	15	23
11	12	65	18	17	28
16	14	44	35	18	31
6	7	27	13	14	11
53	48	259	92	46	94
41	35	150	64	28	70
50	45	234	126	43	120
41	43	240	41	27	44
40	31	144	37	17	45
16	17	43	23	9	23
7	7	27	25	11	18
21	18	64	16	9	17
28	36	122	54	22	53
66	49	152	56	35	60
35	25	151	51	27	53
33	32	111	67	25	63
23	22	108	46	29	35
36	45	184	50	34	66
37	34	148	55	32	49
8	16	35	8	11	18
50	51	208	45	21	43
25	35	50	24	5	26
48	36	236	20	7	37
11	15	9	21	12	22
25	19	61	31	35	46
30	35	77	55	22	44
21	29	74	29	20	19
8	14	37	10	2	9
19	19	65	14	23	31
21	29	107	13	11	12
36	39	154	65	21	54
22	19	108	76	51	77
26	27	75	39	31	48
21	10	7	12	7	15
18	18	36	24	22	29
40	29	106	42	34	56
14	12	41	20	19	31
16	10	23	39	17	20
32	18	86	51	26	44
11	7	35	13	11	21
29	29	108	61	44	60
20	20	86	52	39	73
18	27	62	35	19	45
15	14	57	84	44	80
20	35	82	77	49	93
7	15	24	43	21	36
21	13	25	33	16	28
16	20	28	30	15	25
11	11	19	74	37	77
12	10	63	24	16	18
22	18	28	32	10	15
11	10	36	3	12	13
30	27	75	27	17	29
4	10	18	27	14	32
12	13	48	6	11	13
17	21	37	17	19	23
35	42	281	92	52	118
13	14	11	69	26	35
7	4	8	34	12	20
21	34	71	34	21	39
8	8	23	5	10	10
10	15	35	8	11	10
32	36	76	33	19	36
9	18	51	38	18	26
53	52	222	78	34	69
21	27	67	27	7	39
29	27	112	39	23	37
25	31	78	19	8	26
30	18	64	11	16	17
26	29	131	47	22	51
24	15	37	14	13	14
20	15	57	26	16	35
7	7	13	18	10	16
32	48	237	74	31	71
8	4	4	25	4	10
59	54	294	95	41	90
14	17	34	19	13	23
11	9	17	24	11	24
13	9	31	12	6	19
9	20	34	20	15	34
7	11	12	20	14	19
3	3	25	15	9	7
27	37	123	44	32	57
10	7	27	9	11	17
4	5	17	6	6	11
5	4	46	11	3	17
10	8	71	19	8	44
9	2	31	11	2	15
18	22	109	29	20	44
10	8	36	23	5	15
22	20	162	56	26	69
5	9	15	15	13	37
18	15	53	21	13	22
29	30	146	58	27	56
2	9	31	7	7	5
3	0	20	3	1	15
22	0	40	31	0	48
15	13	10	12	8	26
0	5	22	5	4	27
8	0	14	4	6	21
117	89	74	119	67	78
10	16	8	22	13	13
118	71	64	85	54	85
13	15	23	16	7	16
29	22	30	48	13	34
11	15	4	16	13	11
21	25	23	34	13	24
13	28	16	19	16	28
21	28	16	27	14	18
20	30	18	23	16	23
11	15	48	61	28	19
18	9	18	11	12	6
8	10	24	17	12	9
15	15	21	36	21	5
21	28	28	74	29	34
20	16	77	61	27	59
15	15	38	38	11	32
19	15	78	29	16	31
26	21	27	19	13	22
36	41	113	34	24	33
21	25	60	34	24	37
27	21	40	27	15	29
47	45	92	50	28	46
31	25	53	38	27	46
24	14	36	12	8	19
28	32	98	31	27	45
10	10	30	11	17	16
48	47	238	70	44	71
36	44	237	66	53	75
11	8	38	19	18	19
47	44	192	84	47	86
24	36	111	56	40	66
31	36	107	51	30	58
19	6	35	11	12	12
37	37	75	53	25	45
23	27	70	35	23	32
15	14	53	16	11	25
11	10	36	11	11	16
18	26	81	47	40	53
35	14	106	51	38	48
40	34	155	60	40	58
13	21	61	49	23	53
19	23	124	67	27	76
19	22	55	33	15	33
8	5	22	8	4	14
19	8	23	12	7	14
8	9	39	14	10	20
10	21	24	56	40	47
32	31	94	58	32	55
14	20	54	17	14	21
50	52	128	100	54	74
17	18	35	35	27	20
9	9	20	13	6	26
24	29	92	33	23	49
23	34	130	72	30	58
19	23	49	38	15	28
53	56	194	69	39	71
19	16	51	24	19	34
18	21	38	23	17	26
28	21	75	47	26	40
15	16	46	22	18	21
16	19	67	25	17	29
21	18	73	52	34	35
12	18	46	31	9	27
10	22	47	29	15	27
11	8	38	25	25	28
22	18	24	24	12	14
18	11	36	17	10	21
14	29	54	54	38	37
16	13	57	36	24	23
20	29	68	30	18	35
27	16	59	49	26	45
17	21	60	47	22	35
6	11	31	17	10	14
21	23	104	48	35	70
5	4	30	13	8	15
7	14	38	8	11	13
7	8	22	11	3	8
7	9	24	14	3	15
9	7	49	15	12	26
22	28	82	27	16	34
12	19	48	27	18	50
8	7	26	6	8	3
9	7	29	10	9	17
12	16	23	19	10	16
22	21	106	39	11	48
11	8	41	16	7	16
6	17	25	22	14	10
7	11	27	16	17	34
15	17	38	13	15	20
49	53	233	89	40	99
38	28	209	59	39	72
29	25	94	59	23	44
39	35	141	61	31	46
15	6	9	25	14	35
16	9	28	12	16	18
6	7	5	19	19	32
22	25	37	34	28	39
27	25	66	35	19	59
10	7	29	8	5	8
17	12	39	16	11	13
11	11	38	13	10	11
30	47	95	39	17	33
23	18	62	26	24	26
14	14	30	17	16	27
29	16	107	29	26	56
33	32	106	46	21	54
68	53	269	98	42	104
15	22	54	24	11	22
28	34	73	38	29	55
23	26	69	23	15	31
27	34	85	40	29	43
38	36	113	33	20	41
29	26	88	50	28	50
44	43	178	85	37	74
30	26	65	35	20	39
32	36	155	69	34	70
36	41	95	63	25	51
28	18	41	29	20	14
31	33	96	43	35	44
35	33	90	50	24	40
40	43	136	45	36	64
24	26	84	52	30	47
19	19	63	10	10	19
37	28	91	60	26	65
40	33	159	59	25	39
18	8	31	28	30	38
55	62	286	86	53	125
31	31	191	64	33	72
10	12	38	21	10	19
8	7	22	4	7	6
6	8	29	16	12	29
42	34	190	72	36	73
7	14	18	28	23	38
15	21	46	49	23	56
32	27	109	44	31	61
31	40	67	38	25	36
23	21	55	32	21	27
19	41	73	31	22	36
48	40	169	56	26	37
13	16	42	22	11	24
22	29	52	34	20	33
28	25	72	34	23	42
22	32	81	25	19	29
44	43	157	57	32	65
26	33	112	30	22	46
23	26	73	35	20	44
3	4	27	7	7	7
21	25	65	26	21	25
29	35	81	51	26	39
29	18	95	27	16	36
39	26	119	51	44	46
24	30	116	44	22	45
39	32	126	46	31	53
38	39	127	64	40	51
41	32	167	70	27	50
60	77	371	150	71	135
6	11	23	14	19	11
11	13	30	61	26	69
20	16	40	30	18	34
33	28	122	43	37	35
13	13	44	18	16	18
45	25	240	105	45	81
21	23	109	30	28	46
10	16	44	19	12	20
27	41	87	30	15	23
20	34	65	20	15	37
28	44	96	42	21	44
35	26	145	41	34	49
15	19	48	20	10	17
32	38	130	51	24	42
27	32	86	37	17	44
43	40	257	87	34	83
15	19	40	43	19	25
34	25	82	42	24	45
19	33	59	15	9	24
32	41	83	67	40	64
11	16	20	12	9	12
9	10	25	26	18	25
28	19	97	22	17	18
15	19	34	26	15	20
7	10	15	44	16	32
42	40	77	39	16	30
35	32	105	18	16	29
27	42	125	77	43	73
16	16	47	24	15	31
9	12	24	12	4	19
15	23	41	27	13	22
16	18	33	32	13	31
12	25	27	16	18	14
15	14	28	31	9	28
16	19	60	24	16	26
33	39	90	52	20	51
33	28	69	66	29	55
19	26	42	68	30	44
18	12	16	46	21	15
18	17	27	25	13	13
44	43	110	51	35	58
18	22	42	19	14	18
33	27	99	53	19	39
40	57	276	125	47	131
18	27	98	41	36	47
18	16	47	20	12	15
51	55	245	93	49	97
21	19	52	23	23	23
29	36	64	39	11	24
32	25	120	49	29	60
20	17	43	30	19	31
19	16	53	25	28	29
60	46	262	79	48	107
26	24	62	39	21	40
35	36	73	70	26	49
42	37	83	82	23	43
55	46	210	74	35	81
26	26	70	47	22	54
31	37	107	33	28	40
35	41	90	40	14	42
12	17	60	25	33	32
34	42	164	70	36	60
22	41	101	53	25	52
9	7	10	51	24	46
25	28	55	48	20	57
43	42	113	61	39	61
18	15	37	13	10	10
56	52	184	89	40	73
36	34	82	29	37	30
8	21	50	18	10	21
33	46	188	71	35	56
32	28	84	36	33	36
22	32	90	33	19	37
15	17	46	27	17	33
13	20	51	28	24	26
21	19	36	29	20	23
15	32	45	26	19	30
20	19	97	32	34	62
35	30	96	47	30	33
25	38	47	49	34	27
26	22	42	8	15	16
11	11	17	36	12	19
9	11	39	40	21	54
15	15	45	16	15	19
18	22	54	22	24	29
25	20	26	28	14	33
56	60	210	76	49	87
36	30	91	47	21	48
16	20	21	27	18	16
30	26	90	41	23	57
31	24	58	44	23	28
26	29	46	31	17	27
22	14	71	27	22	22
10	24	38	22	22	40
2	7	13	24	17	25
9	8	47	28	15	38
13	16	16	38	24	32
24	27	56	52	31	44
22	22	52	34	16	35
25	16	85	31	26	42
18	24	32	27	14	25
22	19	25	23	20	9
54	47	263	74	36	78
49	48	277	33	29	48
33	42	135	39	23	42
44	38	126	67	33	59
15	24	60	26	21	31
52	58	220	86	40	103
45	27	171	74	41	66
40	33	102	68	18	48
36	28	111	43	34	64
34	39	107	55	25	51
13	15	36	23	19	19
35	29	72	59	26	51
30	24	53	39	30	35
37	34	92	50	25	47
19	28	75	24	18	33
65	53	180	94	57	82
43	25	123	57	35	61
23	20	85	32	26	36
19	28	62	31	22	25
37	36	117	47	33	53
17	25	66	34	21	28
26	30	51	57	37	33
47	50	107	57	31	52
24	20	57	25	16	28
52	41	133	48	27	46
25	26	94	30	24	31
30	41	126	67	30	69
21	34	139	43	27	55
34	37	121	41	33	47
40	30	93	61	27	58
32	38	122	69	47	67
34	31	70	60	30	61
21	29	70	28	12	32
47	35	233	77	54	96
35	44	144	82	40	54
9	15	48	15	8	19
12	14	32	32	25	38
35	42	140	57	29	60
12	17	29	15	13	22
11	16	67	39	24	40
13	11	44	15	20	24
40	36	143	57	27	47
26	29	89	49	28	51
30	34	111	48	25	48
32	33	117	51	24	46
4	12	34	8	10	11
34	26	79	49	32	59
45	38	219	73	48	73
26	19	63	50	19	46
22	28	56	46	24	23
26	25	65	29	21	22
13	11	30	10	15	9
27	39	97	39	29	40
33	36	90	52	32	36
42	40	145	69	43	61
14	8	30	11	8	13
28	19	45	29	15	20
27	23	46	42	21	35
50	30	123	76	39	80
31	22	69	14	16	20
66	45	216	58	26	50
46	28	60	38	27	49
21	21	68	58	43	53
14	18	46	29	20	34
9	10	28	33	17	23
51	32	176	60	49	74
39	37	146	72	28	80
7	12	14	39	35	47
4	9	18	77	23	53
16	7	39	19	19	28
44	34	160	69	26	71
20	18	46	19	9	31
45	41	203	93	50	82
15	14	41	24	15	25
17	12	29	15	11	14
14	24	34	20	15	27
16	21	26	23	16	23
38	40	154	75	31	76
46	41	188	56	41	68
32	24	63	23	19	33
62	75	224	109	46	93
31	28	132	41	26	45
30	30	52	58	29	50
13	11	38	14	13	19
23	19	45	27	22	44
17	25	56	21	15	24
22	25	45	30	20	32
21	25	40	22	13	21
14	28	77	34	21	42
27	30	52	24	21	38
25	20	61	30	26	29
55	57	184	76	31	63
43	37	187	71	46	71
58	42	133	69	28	63
54	53	255	100	48	112
15	9	30	17	18	16
34	39	90	55	15	31
59	40	241	94	39	70
16	18	45	21	13	23
13	20	28	16	16	19
22	10	46	22	12	25
40	35	113	52	30	42
6	11	24	12	6	21
11	5	24	24	10	21
6	7	41	13	11	22
5	4	5	51	14	15
13	25	71	62	30	33
16	14	46	46	22	39
30	13	86	100	25	65
42	32	194	86	40	68
26	30	47	51	14	36
28	31	115	29	23	34
48	43	232	29	23	34
33	29	131	51	45	50
23	28	76	29	23	23
24	22	86	30	21	41
19	26	76	28	23	25
22	30	54	23	14	30
39	46	157	68	32	47
15	16	39	22	11	23
22	22	41	32	27	25
11	17	54	12	12	16
22	21	81	29	23	38
29	45	118	48	22	54
28	20	104	30	27	37
24	16	54	21	18	25
32	29	126	43	32	52
20	15	40	26	12	18
4	11	11	38	15	19
9	7	9	33	15	30
8	6	15	38	27	48
5	11	10	26	10	25
14	6	17	34	19	38
17	13	37	15	12	27
13	18	85	28	12	29
15	26	56	53	23	49
11	9	47	15	16	16
12	14	61	31	20	43
16	14	31	49	39	51
15	24	119	25	7	28
12	15	56	25	18	33
9	10	38	23	23	31
15	15	33	42	14	29
12	11	31	9	8	14
7	10	40	18	11	15
23	25	72	15	25	31
31	28	101	49	30	59
16	25	55	26	27	36
7	7	28	23	17	55
7	18	25	45	17	51
12	19	59	34	24	32
50	39	197	63	28	58
17	18	70	19	20	25
11	12	22	20	11	23
24	29	86	45	20	48
15	13	36	23	13	30
17	9	47	36	22	26
42	41	192	43	21	48
31	45	106	40	33	47
25	21	73	24	22	25
41	29	95	36	28	46
45	40	167	51	32	53
22	38	85	55	33	39
34	38	99	39	26	55
14	10	11	34	23	31
15	18	59	16	19	27
35	41	142	62	37	49
24	23	83	43	19	47
45	40	176	69	33	61
35	35	185	38	34	46
41	35	82	38	36	38
53	51	248	65	41	85
36	36	107	68	36	40
26	23	69	50	27	34
35	34	147	24	24	26
19	21	39	21	16	29
46	37	139	55	33	59
13	19	39	26	15	16
37	46	204	91	42	90
27	19	87	32	18	33
9	17	23	11	10	12
36	32	110	35	25	43
37	27	138	39	28	40
13	10	56	17	9	12
30	32	102	33	34	41
45	43	154	83	40	58
12	10	18	27	13	15
6	16	25	25	17	24
10	13	21	27	12	16
15	18	66	34	21	39
16	14	64	40	26	30
32	26	173	71	34	63
18	20	68	49	20	43
10	8	28	26	12	24
19	21	89	42	29	43
9	12	44	28	19	31
31	21	52	34	15	29
32	40	116	53	27	52
10	17	61	18	15	22
18	18	46	25	20	31
5	15	29	13	7	17
2	6	20	56	28	43
20	14	24	23	13	22
28	21	49	34	17	28
34	30	102	47	27	52
37	37	209	78	39	91
27	29	69	46	22	38
10	13	40	14	8	19
25	32	128	51	34	37
16	13	24	21	15	22
22	8	27	24	14	13
23	23	70	36	22	22
9	9	38	16	14	22
13	17	24	11	13	14
37	20	69	63	34	49
10	13	32	18	20	23
57	59	195	88	35	87
4	10	31	10	2	13
23	25	135	57	27	66
33	35	221	56	26	61
23	21	51	58	24	34
11	15	27	31	10	25
11	11	25	20	11	19
19	14	35	14	13	19
11	14	89	38	19	47
33	20	107	82	36	64
40	42	200	75	35	82
14	12	55	25	14	32
19	15	34	33	20	41
15	10	53	19	9	28
